entry_number,pmid,title,details,author,url,abstract,sample_size_indicator,followup_indicator,pathologic_staging_filter,keyword_score
8976,31912470,Factors Predicting Prostate Specific Antigen Failure Following Radical Prostatectomy: Experience with 961 Patients,Urol J. 2020 Jan 4;17(5):486-491. doi: 10.22037/uj.v0i0.5670.,Simforoosh N,https://www.ncbi.nlm.nih.gov/pubmed/31912470,"OBJECTIVE: To determine disease-related predictors for the occurrence of prostate specific antigen (PSA) failure in Iranian prostate cancer patients who underwent radical prostatectomy. METHODS: In this cohort study, we enrolled eligible patients with prostate cancer who underwent radical prostatectomy at our center between 2001 and 2018. The primary endpoint was the incidence of postoperative biochemical failure, defined as two consecutive PSA levels >= 0.2 ng/dl. Patients with TNM stage >= III, Gleason score >=8, or baseline PSA above our calculated cut-off level were considered as high risk. Kaplan-Meier survival method and Cox proportional hazards regression analysis were used for determining the biochemical relapse-free survival and its predictors. RESULTS: Data of 959 patients (age=61.2 ± 6.4 years) were analyzed with a median follow up of 36 months (range 6 months to 18 years). A total of 97 patients (10.1%) developed biochemical failure at the time of analysis who had a significantly older age and longer follow-up duration (P=0.024 and P<0.001, respectively). Preoperative PSA level of 8.85 mg/dl could predict the occurrence biochemical failure with a sensitivity of 83.2% and specificity of 39.2% (Area under the curve=0.601, 95% CI: 0.541-0.662; P=0.001). In the multivariate analysis, higher preoperative PSA, Gleason score?8, and high-risk TNM stage were independent predictors for biochemical relapse (P=0.029, P=0.001, and P=0.008, respectively). CONCLUSION: Preoperative PSA, Gleason score, and TNM stage were independent predictors for biochemical failure following radical prostatectomy in prostate cancer patients. We also determined a lower cut-point for PSA that could predict biochemical failure.",TRUE,UNKNOWN,UNKNOWN,68
8977,32147556,Prostate Cancer Brain Metastases: A Single-Institution Experience,World Neurosurg. 2020 Jun;138:e445-e449. doi: 10.1016/j.wneu.2020.02.152. Epub 2020 Mar 5.,Bhambhvani HP,https://www.ncbi.nlm.nih.gov/pubmed/32147556,"BACKGROUND: Brain metastases from prostate cancer are rare and poorly described. We sought to assess the proportion of brain metastases arising from prostate cancer and to detail clinical characteristics, treatment modalities, and survival outcomes. METHODS: We retrospectively identified and reviewed the charts of 31 patients with intraparenchymal brain metastases from prostate adenocarcinoma seen at our institution from 2008 to 2018. RESULTS: Among all patients with brain metastases, the proportion originating from prostate adenocarcinoma was 0.86%. The median age at the time of brain metastasis diagnosis was 69 (range, 57-90). The median original Gleason score was 8 (range, 6-10), and the median prostate-specific antigen at the time of brain metastasis was 60 ng/mL (range, 0.34-4600). The median months from initial cancer diagnosis to brain metastasis was 81 (range, 3-195). The median number of brain metastases was 2 (range, 1-5). Patients had concurrent metastases to bone (100%), lung (48%), and liver (35%). Median overall survival was 3 months (range, 0.4-25.0). Treatment of the brain metastases was correlated with an increase in median survival from 1.2 months to 4.6 months with radiosurgery (hazard ratio = 0.11, P = 0.001) and surgical resection plus radiotherapy to 13 months (hazard ratio = 0.05, P < 0.001). All patients died of advanced, systemic disease and not of their intracranial disease. CONCLUSIONS: Brain metastasis from prostate cancer constitutes a small fraction of total brain metastases, but is associated with poor prognosis and is seen in the setting of advanced, castrate resistant disease. These data enable treating physicians to appropriately counsel their patients with prostate adenocarcinoma brain metastasis.",UNKNOWN,UNKNOWN,UNKNOWN,73
8978,32129297,Erectile dysfunction in prostate cancer patients treated with intensity-modulated radiation therapy,Indian J Cancer. 2020 Jan-Mar;57(1):70-75. doi: 10.4103/ijc.IJC_465_18.,Yildirim HC,https://www.ncbi.nlm.nih.gov/pubmed/32129297,"BACKGROUND: Sexual dysfunction is an important side-effect after radiotherapy (RT) for prostate cancer (PCa). The aim of this study was to compare sexual functions of PCa patients before and after intensity-modulated RT and to analyze their correlation with penile bulb (PB) doses and patient characteristics. MATERIALS AND METHODS: Forty-two patients who underwent RT ± hormone therapy for PCa between 2010 and 2013 were analyzed. Sexual functions assessed by patient-reported questionnaire and physician reported scale before and 3 years after treatment. The effect of patients' age, prostate volume, testosterone levels, comorbidity, smoking status, tumor stage, RT technique, hormone therapy, and PB doses to sexual functions were investigated. RESULTS: After 3 years of RT, 64.3% of all patients had a lower erectile score; and 75% of patients who were previously potent (n = 24) had become impotent after treatment. However sexual desire still remained in 75.8% of patients who had desire before treatment (n = 33). Statistical analysis showed that two parameters were correlated with postradiotherapy impotency outcome; PB mean radiation dose (P = 0.033) and testosterone levels (P = 0.032). CONCLUSIONS: RT, despite modern techniques, affects the sexual function of PCa patients in varying degrees. Reducing radiation doses to penile structures may play a role in preventing erectile dysfunction.",UNKNOWN,FALSE,UNKNOWN,55
8979,31977386,Clinically Lymph Node Positive Prostate Cancer: At the Intersection of Focal and Systemic Disease Control,Cancer J. 2020 Jan/Feb;26(1):53-57. doi: 10.1097/PPO.0000000000000421.,Reichert ZR,https://www.ncbi.nlm.nih.gov/pubmed/31977386,"Clinically node-positive prostate cancer is often found at the time of diagnosis by cross-sectional imaging and remains poorly understood. Advanced imaging modalities such as magnetic resonance imaging nanoparticles or positron emission tomography-based molecular imaging stand to rapidly change the field and hopefully will bring better diagnostic clarity. This will allow for prospective clinical trials using radiographic, clinical, or molecular parameters to establish who may benefit from both localized and systemic treatment intensification and who may avoid overtreatment. Recent advances in metastatic hormone-sensitive disease may offer clues, but direct studies for nodal disease patients remain.",UNKNOWN,UNKNOWN,TRUE,60
8980,33085712,68Ga-PSMA-PET/CT-based radiosurgery and stereotactic body radiotherapy for oligometastatic prostate cancer,PLoS One. 2020 Oct 21;15(10):e0240892. doi: 10.1371/journal.pone.0240892. eCollection 2020.,Kalinauskaite G,https://www.ncbi.nlm.nih.gov/pubmed/33085712,"BACKGROUND: Androgen deprivation therapy (ADT) remains the standard therapy for patients with oligometastatic prostate cancer (OMPC). Prostate-specific membrane antigen positron emission tomography/computed tomography (PSMA-PET/CT)-based stereotactic body radiotherapy (SBRT) is emerging as an alternative option to postpone starting ADT and its associated side effects including the development of drug resistance. The aim of this study was to determine progression free-survival (PFS) and treatment failure free-survival (TFFS) after PSMA-PET/CT-based SBRT in OMPC patients. The efficacy and safety of single fraction radiosurgery (SFRS) and ADT delay were investigated. METHODS: Patients with ≤5 metastases from OMPC, with/without ADT treated with PSMA-PET/CT-based SBRT were retrospectively analyzed. PFS and TFFS were primary endpoints. Secondary endpoints were local control (LC), overall survival (OS) and ADT-free survival (ADTFS). RESULTS: Fifty patients with a total of 75 metastases detected by PSMA-PET/CT were analyzed. At the time of SBRT, 70% of patients were castration-sensitive. Overall, 80% of metastases were treated with SFRS (median dose 20 Gy, range: 16-25). After median follow-up of 34 months (range: 5-70) median PFS and TFFS were 12 months (range: 2-63) and 14 months (range: 2-70), respectively. Thirty-two (64%) patients had repeat oligometastatic disease. Twenty-four (48%) patients with progression underwent second SBRT course. Two-year LC after SFRS was 96%. Grade 1 and 2 toxicity occurred in 3 (6%) and 1 (2%) patients, respectively. ADTFS and OS rates at 2-years were 60.5% and 100%, respectively. In multivariate analysis, TFFS significantly improved in patients with time to first metastasis (TTM) >36 months (p = 0.01) and PSA before SBRT ≤1 ng/ml (p = 0.03). CONCLUSION: For patients with OMPC, SBRT might be used as an alternative to ADT. This way, the start/escalation of palliative ADT and its side effects can be deferred. Metastases treated with PSMA-PET/CT-based SFRS reached excellent LC with minimal toxicity. Low PSA levels and longer TTM predict elongated TFFS.",UNKNOWN,UNKNOWN,UNKNOWN,68
8981,32075389,Long-Term Clinical Results of IGRT in Prostate Cancer Treatment,Klin Onkol. 2020 Winter;33(1):49-54. doi: 10.14735/amko202049.,Doležel M,https://www.ncbi.nlm.nih.gov/pubmed/32075389,"BACKGROUND: The combination of intensity modulated radiation therapy (IMRT) and image guided radiotherapy (IGRT) plays a significant role in sparing normal tissue during prostate cancer treatment. We report the clinical outcomes of 260 patients treated with high-dose IGRT as well as the toxicity of high-dose IGRT in these patients. MATERIALS AND METHODS: From September 2008 to February 2012, 260 men with clinically localized prostate cancer underwent radical radiotherapy. Two hundred patients were treated with IMRT (78 Gy in 39 fractions) to the prostate and base of seminal vesicles using an adaptive protocol combining cone-beam computed tomography (CBCT) and kilovoltage image matching with individualized safety margin calculation. Sixty patients underwent treatment with the same prescribed dose using RapidArc with a reduced safety margin of 6 mm and daily online matching using CBCT. Late toxicity was scored prospectively according to the RTOG/FC-LENT scale. RESULTS: Eighteen patients (6.9%) experienced acute grade 2 gastrointestinal toxicity. There was no acute grade 3 or 4 gastrointestinal toxicity. Thirty-nine patients (15%) experienced acute grade 2 genitourinary toxicity and 6 patients (2.3%) had grade 3 gerourinary toxicity. Genitourinary toxicity grade 4 was observed in 5 (1.9%) patients, due to installation of a urinary catheter. At a median follow up of 84.2 months, the estimated 7-year cumulative incidences of grade 2 gastrointestinal and genitourinary toxicity were 4.4 and 7.1% respectively. The estimated 7-year prostate specific antigen relapse free survival was 97.1% for low-risk disease, 83.6% for intermediate-risk disease and 75% for high-risk patients. CONCLUSION: The use of IMRT in combination with IGRT results in a low rate of late toxicity. The authors declare they have no potential conflicts of interest concerning drugs, products, or services used in the study. The Editorial Board declares that the manuscript met the ICMJE recommendation for biomedical papers. Submitted: 8. 9. 2019 Accepted: 25. 10. 2019.",FALSE,N/A,UNKNOWN,33
8982,32001144,Management of Patients with Advanced Prostate Cancer: Report of the Advanced Prostate Cancer Consensus Conference 2019,Eur Urol. 2020 Apr;77(4):508-547. doi: 10.1016/j.eururo.2020.01.012. Epub 2020 Jan 27.,Gillessen S,https://www.ncbi.nlm.nih.gov/pubmed/32001144,"BACKGROUND: Innovations in treatments, imaging, and molecular characterisation in advanced prostate cancer have improved outcomes, but there are still many aspects of management that lack high-level evidence to inform clinical practice. The Advanced Prostate Cancer Consensus Conference (APCCC) 2019 addressed some of these topics to supplement guidelines that are based on level 1 evidence. OBJECTIVE: To present the results from the APCCC 2019. DESIGN, SETTING, AND PARTICIPANTS: Similar to prior conferences, experts identified 10 important areas of controversy regarding the management of advanced prostate cancer: locally advanced disease, biochemical recurrence after local therapy, treating the primary tumour in the metastatic setting, metastatic hormone-sensitive/naïve prostate cancer, nonmetastatic castration-resistant prostate cancer, metastatic castration-resistant prostate cancer, bone health and bone metastases, molecular characterisation of tissue and blood, inter- and intrapatient heterogeneity, and adverse effects of hormonal therapy and their management. A panel of 72 international prostate cancer experts developed the programme and the consensus questions. OUTCOME MEASUREMENTS AND STATISTICAL ANALYSIS: The panel voted publicly but anonymously on 123 predefined questions, which were developed by both voting and nonvoting panel members prior to the conference following a modified Delphi process. RESULTS AND LIMITATIONS: Panellists voted based on their opinions rather than a standard literature review or formal meta-analysis. The answer options for the consensus questions had varying degrees of support by the panel, as reflected in this article and the detailed voting results reported in the Supplementary material. CONCLUSIONS: These voting results from a panel of prostate cancer experts can help clinicians and patients navigate controversial areas of advanced prostate management for which high-level evidence is sparse. However, diagnostic and treatment decisions should always be individualised based on patient-specific factors, such as disease extent and location, prior lines of therapy, comorbidities, and treatment preferences, together with current and emerging clinical evidence and logistic and economic constraints. Clinical trial enrolment for men with advanced prostate cancer should be strongly encouraged. Importantly, APCCC 2019 once again identified important questions that merit assessment in specifically designed trials. PATIENT SUMMARY: The Advanced Prostate Cancer Consensus Conference provides a forum to discuss and debate current diagnostic and treatment options for patients with advanced prostate cancer. The conference, which has been held three times since 2015, aims to share the knowledge of world experts in prostate cancer management with health care providers worldwide. At the end of the conference, an expert panel discusses and votes on predefined consensus questions that target the most clinically relevant areas of advanced prostate cancer treatment. The results of the voting provide a practical guide to help clinicians discuss therapeutic options with patients as part of shared and multidisciplinary decision making.",UNKNOWN,UNKNOWN,TRUE,63
8983,31977382,Comparing Radiotherapy to Prostatectomy for High-Risk Prostate Cancer: A Narrative Review of Mortality and Quality-of-Life Outcomes,Cancer J. 2020 Jan/Feb;26(1):29-37. doi: 10.1097/PPO.0000000000000420.,Greenberger BA,https://www.ncbi.nlm.nih.gov/pubmed/31977382,"There is currently a lack of level 1 evidence regarding the relative efficacy of radical prostatectomy compared with radiotherapy combined with androgen deprivation therapy for high-risk prostate cancer. There has recently been an improved optimization of treatment, achieving superior biochemical outcomes and cancer-specific mortality through the use of combined modality therapy strategies. Combined modality therapies have also increasingly incorporated brachytherapy boost. Although available observational data must be interpreted with caution because of the effects of potential residual confounding, we present here a narrative review of recent advances in understanding the relative efficacy of the principal combined modality approaches for treating high-risk prostate cancer. As the trend has demonstrated approaching equivalence between well-selected combined modality therapies, an increasing emphasis should be placed on selecting therapy tailored toward a patient's goals regarding quality of life. We present here an outline of efforts to date to understand the implications of treatment on functional outcomes and quality-of-life endpoints.",TRUE,UNKNOWN,UNKNOWN,65
8985,32111781,Clinical Outcomes of Dose-escalated Radiotherapy for Localised Prostate Cancer: A Single-institution Experience,In Vivo. 2020 Mar-Apr;34(2):757-765. doi: 10.21873/invivo.11835.,Meng K,https://www.ncbi.nlm.nih.gov/pubmed/32111781,"BACKGROUND/AIM: To report the outcomes of patients with prostate cancer treated with dose-escalated radiotherapy over a 15-year period at our Institution. PATIENTS AND METHODS: Patients with biopsy-proven cT1-4N0M0 disease who received radical external beam radiotherapy (EBRT) were reviewed. The endpoints were 5-year overall survival (OS), freedom from biochemical failure (FFBF) and late treatment toxicities. RESULTS: A total of 236 patients were eligible. Median follow-up was 70 months. Low-, intermediate- and high-risk disease was found in 9%; 29% and 62% of patients, respectively. The median radiation dose was 73.8 Gy. Overall 42% of patients had dose escalation to >74 Gy. Five-year OS and FFBF were 95.2%/81.6%/75.4% and 95.0%/98.0%/82.0% for low-/intermediate-/high-risk patients, respectively. Dose escalation to >74 Gy did not improve FFBF (hazard ratio=0.97, 95% confidence intervaI=0.43-2.19, p=0.93) and was associated with a 4.3-fold increase in the odds of grade 3 or more rectal bleeding (p<0.01). CONCLUSION: Dose escalation to >74 Gy did not improve OS or FFBF but was associated with a higher rate of grade 3 or more rectal haemorrhage.",TRUE,UNKNOWN,UNKNOWN,73
8986,32167866,Prospective Evaluation of Focal High Intensity Focused Ultrasound for Localized Prostate Cancer,J Urol. 2020 Sep;204(3):483-489. doi: 10.1097/JU.0000000000001015. Epub 2020 Mar 13.,Nahar B,https://www.ncbi.nlm.nih.gov/pubmed/32167866,"PURPOSE: We report short-term outcomes of focal high intensity focused ultrasound use for primary treatment of localized prostate cancer. MATERIALS AND METHODS: Single-center prospectively collected data on patients with prostate cancer who underwent primary focal high intensity focused ultrasound from January 2016 to July 2018 were included. All patients underwent a 12-core biopsy with magnetic resonance imaging-ultrasound fusion biopsy depending on the presence of targetable lesions. Any Grade Group was allowed, however only patients with localized disease were included. The primary outcome was oncologic control, defined as negative followup in-field biopsy of treated cancer. Prostate specific antigen, Sexual Health Inventory for Men, International Prostate Symptom Score and Expanded Prostate Cancer Index Composite domain scores were assessed 3-monthly till 12 months. Biopsy was performed at 6 or 12 months for high or low/intermediate risk cancer, respectively. RESULTS: Fifty-two patients with minimum followup of 12 months were included in the study. The majority of patients (67%) had cancer Grade Group 2 or greater. Fifteen patients (28.8%) underwent complete transurethral prostate resection/holmium laser enucleation of prostate procedure for debulking large prostates to avoid postoperative urinary retention. Among 30 (58%) patients who underwent followup biopsies, 25 (83%) had negative in-field biopsy results and 4 (13%) had de-novo positive out-of-field biopsy. Only 5 major complications (all grade III) in 4 patients were noted. Urinary symptoms returned to near baseline questionnaire scores within 3-6 months. Sexual function returned to baseline at 12 months. CONCLUSIONS: Focal high intensity focused ultrasound is a safe and effective treatment for patients with localized clinically significant prostate cancer with acceptable short-term oncologic and functional outcomes. The complications are minimal and patient selection is essential. Short-term oncologic outcomes are promising but longer followup is required to establish long-term oncologic outcomes.",FALSE,N/A,UNKNOWN,75
8987,32073662,Validation of a subclassification for high-risk prostate cancer in a prospective cohort,Cancer. 2020 May 15;126(10):2132-2138. doi: 10.1002/cncr.32778. Epub 2020 Feb 19.,Butler SS,https://www.ncbi.nlm.nih.gov/pubmed/32073662,"BACKGROUND: A subgroup of men with favorable high-risk prostate cancer (T1c with either a Gleason score of 4 + 4 = 8 and a prostate-specific antigen [PSA] level <10 ng/mL or a Gleason score of 6 and a PSA level >20 ng/mL) has been associated with improved outcomes in comparison with other standard high-risk patients. This study was designed to validate the prognostic utility of a subclassification for high-risk disease with a prospectively collected data set. METHODS: This study identified 3033 men from the Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial who had been diagnosed from 1993 to 2001 with clinically localized prostate cancer-either intermediate-risk disease (clinical stage T2b-c, a Gleason score of 7, or a PSA level of 10 to 20 ng/mL) or high-risk disease (clinical stage T3-T4, a Gleason score of 8-10, or a PSA level >20 ng/mL)-that was managed with radical prostatectomy or radiation therapy. Multivariable logistic regression was used to calculate adjusted odds ratios (aORs) for pathological T3 to T4 or N1 (pT3-T4/pN1) disease. Fine and Gray competing risks regression was used to determine adjusted hazard ratios (aHRs) of prostate cancer-specific mortality (PCSM). RESULTS: The median follow-up was 5.7 years. Patients with favorable high-risk disease had lower 8-year PCSM in comparison with patients with standard high-risk disease (2.2% vs 10.8%; aHR, 0.26; 95% confidence interval [CI], 0.09-0.73; P = .01) but similar PCSM in comparison with patients with intermediate-risk disease (2.2% vs 2.2%; aHR, 0.90; 95% CI, 0.32-2.54; P = .84). Among those who underwent surgery, those with favorable high-risk disease had lower odds of pT3-T4/pN1 disease than those with standard high-risk disease (46.2% vs 63.3%; aOR, 0.50; 95% CI, 0.27-0.94; P = .03). CONCLUSIONS: This study validates the prognostic utility of a subclassification for high-risk disease in a prospectively collected patient cohort. Patients with favorable high-risk disease have PCSM similar to that of patients with intermediate-risk disease and significantly better than that of patients with standard high-risk disease. Future trials are needed to assess possible de-intensification of therapy for favorable high-risk disease.",TRUE,TRUE,FALSE,75
8988,31994469,The Effect of Prostate Cancer Radiotherapy on Testosterone Level: A Systematic Review and Meta-analysis,Anticancer Agents Med Chem. 2020;20(6):636-642. doi: 10.2174/1871520620666200128112558.,Mortezaee K,https://www.ncbi.nlm.nih.gov/pubmed/31994469,"INTRODUCTION: In the current study, a systematic search and meta-analysis were performed to evaluate the effect of prostate cancer radiotherapy on testosterone levels of patients. METHODS: To illuminate the effect of radiotherapy on the testosterone level of prostate cancer patients, a systematic search was conducted in accordance with the PRISMA guideline in electronic databases of Scopus, Embase, PubMed, Web of Science, and clinical trials up to December 2018 using relevant keywords. Based on a certain set of inclusion and exclusion criteria, 12 eligible studies that had data on the testosterone level following prostate cancer radiotherapy were included in the meta-analysis. RESULTS: According to the various techniques of prostate cancer radiotherapy, the dose values scattered to the testicular tissues ranged from 0.31 to 10 Gy. Combining the findings from 12 studies, it was found that prostate cancer radiotherapy leads to a significant reduction in the testosterone level (Weighted Mean Difference [WMD]: -51.38 ng/dL, 95% CI: -75.86, -26.90, I2=0.0%, P<0.05). Furthermore, subgroup analysis by the patient number showed a significant reduction in the testosterone level at patient number < 50 (WMD: -80.32 ng/dL, 95% CI: -125.10, -35.55, I2= 0.0%) and 50 < patient number < 100 (WMD: -46.99 ng/dL, 95% CI: - 87.15, -6.82, I2= 0.0%). Subgroup analysis based on treatment technique type revealed a significant reduction in testosterone level after conventional radiotherapy (WMD: -56.67, 95% CI: -100.45,-12.88, I2= 34.3%) and IMRT/SBRT technique (WMD: -57.42, 95% CI: -99.39, -15.46, I2= 0.0%) in comparison with the proton therapy (WMD: 0.00, 95% CI: -80.24, 80.24). CONCLUSION: The findings showed a significant decrease in the testosterone level of prostate cancer patients after radiotherapy compared with pre-treatment levels.",UNKNOWN,UNKNOWN,TRUE,50
8989,31537483,Positive surgical margins at radical prostatectomy in the United States: Institutional variations and predictive factors,Urol Oncol. 2020 Jan;38(1):1.e17-1.e23. doi: 10.1016/j.urolonc.2019.08.016. Epub 2019 Sep 16.,Pooli A,https://www.ncbi.nlm.nih.gov/pubmed/31537483,"INTRODUCTION: Positive surgical margins (PSMs) are associated with treatment failure after radical prostatectomy (RP) for patients with prostate cancer (CaP). We investigated institutional variations in PSM after RP, as well as clinical and demographic factors predicting PSM. PATIENTS AND METHODS: Patients undergoing RP for clinically localized CaP were identified in the National Cancer Database in 2010 to 2013 and clinicodemographics were recorded. Treating institution was defined as academic (AMC) or nonacademic medical centers (nAMC). The primary outcome was the PSM rate. Multivariable logistic regression and propensity matching with inverse probability treatment weighing were used to both compare outcomes between AMC and nAMC and to identify predictors of PSM following RP. RESULTS: A total of 167,260 patients met our inclusion criteria. PSM rate was significantly lower in patients treated at AMC (13,435, 18.9%) compared with 22,145 (23.0%) in those treated at nAMC (P < 0.01). The difference between PSM rate in AMC and nAMC was more pronounced in lower volume centers while it was not significant in higher volume centers. On multivariable analysis, age, race, prostate-specific antigen (PSA), biopsy Gleason score, comorbidity profile, insurance type, income, and treatment facility were significantly associated with PSM rate. CONCLUSION: PSM rates appear to be lower at AMC and higher volume facilities, which can potentially reflect institutional differences in surgical quality. In addition, we identified several socioeconomic and demographic factors that contribute to the likelihood of PSM following RP for localized CaP, suggesting potential systematic variation in the quality of surgical care. The cause of this variation warrants further investigation and evaluation.",UNKNOWN,UNKNOWN,UNKNOWN,60
8991,31721011,Influence of the technique and comorbidities in hypofractionated radiotherapy for prostate cancer,Clin Transl Oncol. 2020 Mar;22(3):311-318. doi: 10.1007/s12094-019-02224-6. Epub 2019 Nov 12.,Correa R,https://www.ncbi.nlm.nih.gov/pubmed/31721011,"PURPOSE: To analyze the differences in toxicity and biochemical relapse-free survival with hypofractionated radiotherapy with three-dimensional radiotherapy (3D-CRT) or volumetric arc therapy (VMAT) for prostate cancer taking into account comorbidity measured using the Charlson Comorbidity Index (CCI). METHODS: From January 2011 to June 2016, 451 patients with prostate cancer were treated with 60 Gy (20 daily fractions). VMAT or 3D-CRT was used. Distribution by stage: 17% low-risk, 27.2% intermediate-risk; 39.2% high-risk, 16.6% very high-risk. Mean CCI was 3.4. RESULTS: With a median follow up of 51 months, most patients did not experience any degree of acute GI toxicity (80.9%) compared to 19.1%, who experienced some degree, mainly G-I /II. In the multivariate analysis, only technique was associated with acute GI toxicity ≥ G2. Patients treated with VMAT had greater acute GI toxicity compared with those who received 3D-CRT (23.9% vs. 13.5%, p = 0.005). With respect to acute GU toxicity, 72.7% of patients experienced some degree, fundamentally G-I/II. Neither age, CCI, nor androgen deprivation therapy (ADT) were associated with greater toxicity. Overall survival at 2, 5 and 7 years was 97%, 88% and 83% respectively. The only factor with statistical significance was CCI, with a greater number of events in individuals with a CCI ≥ 4 (p < 0.03). CONCLUSIONS: Hypofractionated radiotherapy for prostate cancer is an effective, well-tolerated treatment even for elderly patients with no associated comorbidity. Longer follow up is needed in order to report data on late toxicity.",FALSE,N/A,UNKNOWN,68
8992,31612318,Postoperative biochemical recurrence of pathologically localized high-grade prostate cancer in adjuvant treatment-naïve patients,J Cancer Res Clin Oncol. 2020 Jan;146(1):221-227. doi: 10.1007/s00432-019-03049-0. Epub 2019 Oct 14.,Heo JE,https://www.ncbi.nlm.nih.gov/pubmed/31612318,"PURPOSE: To evaluate biochemical recurrence (BCR) risk in men with localized prostate cancer (PC) of pathological Gleason score (pGS) 8-10. Although such patients have low BCR-free survival (BCRFS) following radical prostatectomy (RP), they are not recommended for adjuvant radiation therapy (ART) as per current guidelines. METHODS: Among an adjuvant treatment-naïve cohort between 1995 and 2015, 1272 men were identified and categorized into group 1 [pGS7 (3 + 4) and pT3; n = 654], group 2 [pGS7 (4 + 3) and pT3; n = 408], and group 3 (pGS 8-10 and pT2; n = 210). The BCR risk of group 3 was compared with that of groups 1 and 2 who are the candidates for ART. RESULTS: At a median follow-up of 60 months (interquartile range: 39-86), 432 men experienced BCR. BCRFS was lower in group 3 than in groups 1 and 2 (p < 0.001 and p = 0.021, respectively). In multivariate analysis, this association persisted and surgical margin (SM) was found to be a significant BCR predictor. Although statistically not significant, BCRFS was lower in group 3 with positive SM (PSM) than in group 2 with PSM (p = 0.101). BCRFS was significantly worse in group 3 with negative SM (NSM) than in group 1 with PSM (p = 0.038), while it was better in group 2 with PSM (p = 0.297). CONCLUSION: Localized high-grade PC with PSM showed lower BCRFS and that with NSM showed better BCRFS without statistical significance than locally advanced GS 7 PC with PSM that are eligible for ART.",TRUE,UNKNOWN,UNKNOWN,76
8993,31735619,The Relationship and Psychosocial Impact of Arousal Incontinence After Radical Prostatectomy,J Sex Med. 2020 Jan;17(1):94-98. doi: 10.1016/j.jsxm.2019.09.001. Epub 2019 Nov 15.,Salter CA,https://www.ncbi.nlm.nih.gov/pubmed/31735619,"INTRODUCTION: Arousal incontinence (AI) is a lesser known complication of radical prostatectomy (RP), and few data are available on its impact on self-esteem and sexual relationships. AIM: The goal of this study was to assess the impact of AI on patient self-esteem, confidence, and sexual relationships. METHODS: This was a retrospective study. The validated Self-Esteem and Relationship (SEAR) questionnaire, as well as questions regarding AI, stress urinary incontinence (SUI), climacturia, International Prostate Symptom Score, and the International Index of Erectile Function erectile function domain, were sent to men who had undergone an RP within the past 24 months at a single institution. The data were de-identified and analyzed using descriptive statistics. OUTCOMES: The outcomes of this study include prevalence of AI, SEAR domain scores, patient and partner bother, management strategies employed by the patients, and the presence of concurrent climacturia or SUI. RESULTS: Fifty-three percent of men experienced post-operative AI; of these, 41% were currently experiencing AI, and 12% reported having prior AI that had resolved. Bother of any severity was reported by 87% of men, and perceived partner bother was reported by 64% of men. Forty-one percent of men with current AI avoided sexual activity due to the presence of AI, and 14% of men with prior AI still avoided intercourse. There was no difference in total SEAR score or in the subdomains of self-esteem, sexual relationship, or confidence between men with current AI compared to those with no AI. CLINICAL IMPLICATIONS: AI leads to patient bother and avoidance of sexual situations. STRENGTHS & LIMITATIONS: This is the largest study specifically evaluating AI and the only study assessing its impact on self-esteem, sexual relationships, and self-confidence. Limitations include lack of a validated AI questionnaire, poor survey response rate, being a single-center study, and the potential for recall bias. CONCLUSION: Although AI is a common occurrence post-RP and is associated with patient bother in the majority of men, it does not impact overall self-esteem, confidence, or sexual relationships compared to post-RP men who have not experienced AI. Salter CA, Bach PV, Katz D, et al. The Relationship and Psychosocial Impact of Arousal Incontinence After Radical Prostatectomy. J Sex Med 2020;17:94-98.",UNKNOWN,UNKNOWN,UNKNOWN,60
8994,31894469,The ongoing dilemma in pelvic lymph node dissection during radical prostatectomy: who should decide and in which patients?,J Robot Surg. 2020 Aug;14(4):549-558. doi: 10.1007/s11701-019-01041-x. Epub 2020 Jan 1.,Onol FF,https://www.ncbi.nlm.nih.gov/pubmed/31894469,"Pelvic lymph node dissection (pLND) is considered the most reliable method for the detection of lymph node metastases in prostate cancer. Current clinical guidelines recommend performing pLND in intermediate- and high-risk patients that are defined using different clinical nomograms and different cut-off values. Although the detection of lymph node metastatic disease can identify patients who could benefit from adjuvant therapies and potentially improve prostate cancer-related survival outcomes, so far there has been no level 1 evidence to support this survival benefit. Available retrospective data that suggest oncological benefits are subject to various forms of bias. Furthermore, pLND is not feasible or may be risky in some patient-related conditions, such as morbid obesity and previous history of intraabdominal surgery including organ transplants. In this review, we discuss the current controversies surrounding pLND during robotic-assisted prostatectomy in prostate cancer, specifically the pitfalls in interpretation of restricted evidence suggesting its oncological benefits, and examine the potential influence of patient- and surgeon-related factors that may determine the decision to perform pLND.",FALSE,N/A,UNKNOWN,68
