entry_number,pmid,title,details,author,url
15976,32557725,Can ultrasound irradiation be a therapeutic option for prostate cancer?,Prostate. 2020 Sep;80(12):986-992. doi: 10.1002/pros.24030. Epub 2020 Jun 18.,Maeshige N,https://www.ncbi.nlm.nih.gov/pubmed/32557725
15977,33093594,Effect of androgen deprivation therapy on cardiovascular function in Chinese patients with advanced prostate cancer: a prospective cohort study,Sci Rep. 2020 Oct 22;10(1):18060. doi: 10.1038/s41598-020-75139-w.,Ng CF,https://www.ncbi.nlm.nih.gov/pubmed/33093594
15978,33079252,Health-related quality of life in Japanese low-risk prostate cancer patients choosing active surveillance: 3-year follow-up from PRIAS-JAPAN,World J Urol. 2021 Jul;39(7):2491-2497. doi: 10.1007/s00345-020-03494-4. Epub 2020 Oct 20.,Hirama H,https://www.ncbi.nlm.nih.gov/pubmed/33079252
15979,32895442,Simultaneous integrated boost with stereotactic radiotherapy for dominant intraprostatic lesion of localized prostate cancer: a dosimetric planning study,Sci Rep. 2020 Sep 7;10(1):14713. doi: 10.1038/s41598-020-71715-2.,Kim YJ,https://www.ncbi.nlm.nih.gov/pubmed/32895442
15980,32604113,Dose Calculations and Dose-Effect Relationships in 177Lu-PSMA I&T Radionuclide Therapy for Metastatic Castration-Resistant Prostate Cancer,Clin Nucl Med. 2020 Sep;45(9):661-667. doi: 10.1097/RLU.0000000000003157.,Barna S,https://www.ncbi.nlm.nih.gov/pubmed/32604113
15981,32683066,Targeted Focal Cryoablation for Prostate Cancer With Real-time Transrectal Ultrasound-guided Free-hands Technique: A Step-by-step Technique,Urology. 2020 Oct;144:261-262. doi: 10.1016/j.urology.2020.07.005. Epub 2020 Jul 17.,Matsugasumi T,https://www.ncbi.nlm.nih.gov/pubmed/32683066
15983,33022649,Contemporary Population-Based Analysis of Bone Mineral Density Testing in Men Initiating Androgen Deprivation Therapy for Prostate Cancer,J Natl Compr Canc Netw. 2020 Oct 1;18(10):1374-1381. doi: 10.6004/jnccn.2020.7576. Print 2020 Oct.,Hu J,https://www.ncbi.nlm.nih.gov/pubmed/33022649
15985,32285285,National trends in the management of low-risk prostate cancer: analyzing the impact of Medicaid expansion in the United States,Int Urol Nephrol. 2020 Sep;52(9):1611-1615. doi: 10.1007/s11255-020-02463-5. Epub 2020 Apr 13.,Chipollini J,https://www.ncbi.nlm.nih.gov/pubmed/32285285
15986,32727885,Copy Number Loss of 17q22 Is Associated with Enzalutamide Resistance and Poor Prognosis in Metastatic Castration-Resistant Prostate Cancer,Clin Cancer Res. 2020 Sep 1;26(17):4616-4624. doi: 10.1158/1078-0432.CCR-19-2303. Epub 2020 Jul 29.,Guan X,https://www.ncbi.nlm.nih.gov/pubmed/32727885
15987,32877750,DNA polymerase theta repression enhances the docetaxel responsiveness in metastatic castration-resistant prostate cancer,Biochim Biophys Acta Mol Basis Dis. 2020 Dec 1;1866(12):165954. doi: 10.1016/j.bbadis.2020.165954. Epub 2020 Aug 30.,Kuei CH,https://www.ncbi.nlm.nih.gov/pubmed/32877750
15988,33069487,Pelvic lymph node dissection in prostate cancer: Laparoscopy is not dead,Actas Urol Esp (Engl Ed). 2020 Dec;44(10):682-691. doi: 10.1016/j.acuro.2020.06.013. Epub 2020 Oct 14.,Semaan A,https://www.ncbi.nlm.nih.gov/pubmed/33069487
15989,33234060,Relative position of bladder neck to pubic symphysis on cystogram is a strong and reproducible predictor of early urinary continence recovery following radical prostatectomy,Urologia. 2021 May;88(2):115-121. doi: 10.1177/0391560320974891. Epub 2020 Nov 24.,Rossanese M,https://www.ncbi.nlm.nih.gov/pubmed/33234060
15990,33126125,Improving prostate cancer classification in H&E tissue micro arrays using Ki67 and P63 histopathology,Comput Biol Med. 2020 Dec;127:104053. doi: 10.1016/j.compbiomed.2020.104053. Epub 2020 Oct 14.,Shao Y,https://www.ncbi.nlm.nih.gov/pubmed/33126125
15991,32989773,A generative adversarial network-based (GAN-based) architecture for automatic fiducial marker detection in prostate MRI-only radiotherapy simulation images,Med Phys. 2020 Dec;47(12):6405-6413. doi: 10.1002/mp.14498. Epub 2020 Oct 19.,Singhrao K,https://www.ncbi.nlm.nih.gov/pubmed/32989773
15992,33144576,Role of specialized composition of SWI/SNF complexes in prostate cancer lineage plasticity,Nat Commun. 2020 Nov 3;11(1):5549. doi: 10.1038/s41467-020-19328-1.,Cyrta J,https://www.ncbi.nlm.nih.gov/pubmed/33144576
15993,32678818,Bone metastasis and skeletal-related events in patients with solid cancer: A Korean nationwide health insurance database study,PLoS One. 2020 Jul 17;15(7):e0234927. doi: 10.1371/journal.pone.0234927. eCollection 2020.,Hong S,https://www.ncbi.nlm.nih.gov/pubmed/32678818
15994,32561036,Shielding implications on secondary radiation doses in prostate cancer treatment,Appl Radiat Isot. 2020 Sep;163:109163. doi: 10.1016/j.apradiso.2020.109163. Epub 2020 Apr 4.,Medeiros MPC,https://www.ncbi.nlm.nih.gov/pubmed/32561036
15995,32725443,"Phase II prospective trial ""Give Me Five"" short-term high precision radiotherapy for early prostate cancer with simultaneous boost to the dominant intraprostatic lesion: the impact of toxicity on quality of life (AIRC IG-13218)",Med Oncol. 2020 Jul 28;37(8):74. doi: 10.1007/s12032-020-01397-3.,Marvaso G,https://www.ncbi.nlm.nih.gov/pubmed/32725443
15996,32190957,Prognostic Value of Germline DNA Repair Gene Mutations in De Novo Metastatic and Castration-Sensitive Prostate Cancer,Oncologist. 2020 Jul;25(7):e1042-e1050. doi: 10.1634/theoncologist.2019-0495. Epub 2020 Mar 19.,Wei Y,https://www.ncbi.nlm.nih.gov/pubmed/32190957
15997,33179610,Development and evaluation of a deep learning based artificial intelligence for automatic identification of gold fiducial markers in an MRI-only prostate radiotherapy workflow,Phys Med Biol. 2020 Nov 12;65(22):225011. doi: 10.1088/1361-6560/abb0f9.,Gustafsson CJ,https://www.ncbi.nlm.nih.gov/pubmed/33179610
15999,32555554,ONS GuidelinesTM for Cancer Treatment-Related Hot Flashes in Women With Breast Cancer and Men With Prostate Cancer,Oncol Nurs Forum. 2020 Jul 1;47(4):374-399. doi: 10.1188/20.ONF.374-399.,Kaplan M,https://www.ncbi.nlm.nih.gov/pubmed/32555554
16000,32366674,"Radiation Attenuates Prostate Tumor Antiviral Responses to Vesicular Stomatitis Virus Containing IFN?, Resulting in Pronounced Antitumor Systemic Immune Responses",Mol Cancer Res. 2020 Aug;18(8):1232-1243. doi: 10.1158/1541-7786.MCR-19-0836. Epub 2020 May 4.,Udayakumar TS,https://www.ncbi.nlm.nih.gov/pubmed/32366674
16001,33022812,Neuropeptide Y nerve paracrine regulation of prostate cancer oncogenesis and therapy resistance,Prostate. 2021 Jan;81(1):58-71. doi: 10.1002/pros.24081. Epub 2020 Oct 6.,Ding Y,https://www.ncbi.nlm.nih.gov/pubmed/33022812
16002,32470965,Accurate 3D-dose-based generation of MLC segments for robotic radiotherapy,Phys Med Biol. 2020 Aug 31;65(17):175011. doi: 10.1088/1361-6560/ab97e7.,Schipaanboord BWK,https://www.ncbi.nlm.nih.gov/pubmed/32470965
16003,32901611,Thulium laser transurethral vaporesection versus transurethral resection of the prostate for benign prostatic obstruction: the UNBLOCS RCT,Health Technol Assess. 2020 Sep;24(41):1-96. doi: 10.3310/hta24410.,Worthington J,https://www.ncbi.nlm.nih.gov/pubmed/32901611
16006,32945940,CYP17A1 polymorphism c.-362T>C predicts clinical outcome in metastatic castration-resistance prostate cancer patients treated with abiraterone,Cancer Chemother Pharmacol. 2020 Oct;86(4):527-533. doi: 10.1007/s00280-020-04133-w. Epub 2020 Sep 18.,Crucitta S,https://www.ncbi.nlm.nih.gov/pubmed/32945940
16008,31414399,Neuroendocrine Cancer of the Prostate,Pathol Oncol Res. 2020 Jul;26(3):1447-1450. doi: 10.1007/s12253-019-00712-2. Epub 2019 Aug 14.,Kránitz N,https://www.ncbi.nlm.nih.gov/pubmed/31414399
16009,32789489,Relative Timing of Radiotherapy and Androgen Deprivation for Prostate Cancer and Implications for Treatment During the COVID-19 Pandemic,JAMA Oncol. 2020 Oct 1;6(10):1630-1632. doi: 10.1001/jamaoncol.2020.3545.,Dee EC,https://www.ncbi.nlm.nih.gov/pubmed/32789489
16010,32807235,Detection of ctDNA in plasma of patients with clinically localised prostate cancer is associated with rapid disease progression,Genome Med. 2020 Aug 17;12(1):72. doi: 10.1186/s13073-020-00770-1.,Lau E,https://www.ncbi.nlm.nih.gov/pubmed/32807235
16012,32663888,Estimation of [177Lu]PSMA-617 tumor uptake based on voxel-wise 3D Monte Carlo tumor dosimetry in patients with metastasized castration resistant prostate cancer,Nuklearmedizin. 2020 Sep;59(5):365-374. doi: 10.1055/a-1204-9932. Epub 2020 Jul 14.,Götz TI,https://www.ncbi.nlm.nih.gov/pubmed/32663888
16014,32583039,Role of multiparametric prostate MRI in the management of prostate cancer,World J Urol. 2021 Mar;39(3):651-659. doi: 10.1007/s00345-020-03310-z. Epub 2020 Jun 24.,O'Connor LP,https://www.ncbi.nlm.nih.gov/pubmed/32583039
16016,32589458,Prostate-Specific Membrane Antigen-Targeted Radiopharmaceuticals in Diagnosis and Therapy of Prostate Cancer: Current Status and Future Perspectives,Cancer Biother Radiopharm. 2021 Apr;36(3):237-251. doi: 10.1089/cbr.2020.3603. Epub 2020 Jun 23.,Lin M,https://www.ncbi.nlm.nih.gov/pubmed/32589458
16018,30973040,TGF-?/PI3K/AKT/mTOR/NF-kB pathway. Clinicopathological features in prostate cancer,Aging Male. 2020 Dec;23(5):801-811. doi: 10.1080/13685538.2019.1597840. Epub 2019 Apr 11.,Torrealba N,https://www.ncbi.nlm.nih.gov/pubmed/30973040
16019,34085047,A MYC and RAS co-activation signature in localized prostate cancer drives bone metastasis and castration resistance,Nat Cancer. 2020 Nov;1(11):1082-1096. doi: 10.1038/s43018-020-00125-0. Epub 2020 Oct 19.,Arriaga JM,https://www.ncbi.nlm.nih.gov/pubmed/34085047
16020,33132108,Switching Cancers: A Systematic Review Assessing the Role of Androgen Suppressive Therapy in Bladder Cancer,Eur Urol Focus. 2021 Sep;7(5):1044-1051. doi: 10.1016/j.euf.2020.10.002. Epub 2020 Oct 31.,Kourbanhoussen K,https://www.ncbi.nlm.nih.gov/pubmed/33132108
16021,33191572,The Utilization of Poly(2-ethyl-2-oxazoline)-b-Poly(?-caprolactone) Ellipsoidal Particles for Intracellular BIKDDA Delivery to Prostate Cancer,Macromol Biosci. 2021 Feb;21(2):e2000287. doi: 10.1002/mabi.202000287. Epub 2020 Nov 16.,Kocak P,https://www.ncbi.nlm.nih.gov/pubmed/33191572
16022,32555559,The Ecology of Patients' Sexual Health Adjustment After Prostate Cancer Treatment: The Influence of the Social and Healthcare Environment,Oncol Nurs Forum. 2020 Jul 1;47(4):469-478. doi: 10.1188/20.ONF.469-478.,Smith A,https://www.ncbi.nlm.nih.gov/pubmed/32555559
16023,32881870,"Activation of GPR56, a novel adhesion GPCR, is necessary for nuclear androgen receptor signaling in prostate cells",PLoS One. 2020 Sep 3;15(9):e0226056. doi: 10.1371/journal.pone.0226056. eCollection 2020.,Singh JP,https://www.ncbi.nlm.nih.gov/pubmed/32881870
16024,32964674,Dynamic changes of bone metastasis predict bone-predominant status to benefit from radium-223 dichloride for patients with castration-resistant prostate cancer,Cancer Med. 2020 Nov;9(22):8579-8588. doi: 10.1002/cam4.3459. Epub 2020 Sep 22.,Hashimoto K,https://www.ncbi.nlm.nih.gov/pubmed/32964674
16025,32868190,"Barriers to sexual recovery in men with prostate, bladder and colorectal cancer",Urol Oncol. 2022 Sep;40(9):395-402. doi: 10.1016/j.urolonc.2020.08.005. Epub 2020 Aug 29.,Zhu A,https://www.ncbi.nlm.nih.gov/pubmed/32868190
16026,32593665,"Cediranib, an inhibitor of vascular endothelial growth factor receptor kinases, inhibits proliferation and invasion of prostate adenocarcinoma cells",Eur J Pharmacol. 2020 Sep 5;882:173298. doi: 10.1016/j.ejphar.2020.173298. Epub 2020 Jun 25.,Momeny M,https://www.ncbi.nlm.nih.gov/pubmed/32593665
16028,32699318,The Movember Prostate Cancer Landscape Analysis: an assessment of unmet research needs,Nat Rev Urol. 2020 Sep;17(9):499-512. doi: 10.1038/s41585-020-0349-1. Epub 2020 Jul 22.,Kouspou MM,https://www.ncbi.nlm.nih.gov/pubmed/32699318
16029,32357283,Comparing confirmatory biopsy outcomes between MRI-targeted biopsy and standard systematic biopsy among men being enrolled in prostate cancer active surveillance,BJU Int. 2021 Mar;127(3):340-348. doi: 10.1111/bju.15100. Epub 2020 Jun 29.,Shapiro DD,https://www.ncbi.nlm.nih.gov/pubmed/32357283
16031,32685010,Molecular analysis of circulating tumor cells of metastatic castration-resistant Prostate Cancer Patients receiving (177)Lu-PSMA-617 Radioligand Therapy,Theranostics. 2020 Jun 18;10(17):7645-7655. doi: 10.7150/thno.44556. eCollection 2020.,Kessel K,https://www.ncbi.nlm.nih.gov/pubmed/32685010
16034,33390340,Clinical Implications of Germline Testing in Newly Diagnosed Prostate Cancer,Eur Urol Oncol. 2021 Feb;4(1):1-9. doi: 10.1016/j.euo.2020.11.011. Epub 2020 Dec 31.,Loeb S,https://www.ncbi.nlm.nih.gov/pubmed/33390340
16035,33121913,Optimizing the risk threshold of lymph node involvement for performing extended pelvic lymph node dissection in prostate cancer patients: a cost-effectiveness analysis,Urol Oncol. 2021 Jan;39(1):72.e7-72.e14. doi: 10.1016/j.urolonc.2020.09.014. Epub 2020 Oct 26.,Hueting TA,https://www.ncbi.nlm.nih.gov/pubmed/33121913
16036,33246975,Preclinical Evaluation of (213)Bi- and (225)Ac-Labeled Low-Molecular-Weight Compounds for Radiopharmaceutical Therapy of Prostate Cancer,J Nucl Med. 2021 Jul 1;62(7):980-988. doi: 10.2967/jnumed.120.256388. Epub 2020 Nov 27.,Banerjee SR,https://www.ncbi.nlm.nih.gov/pubmed/33246975
16037,32912840,Evaluation of Fluorescent Confocal Microscopy for Intraoperative Analysis of Prostate Biopsy Cores,Eur Urol Focus. 2021 Nov;7(6):1254-1259. doi: 10.1016/j.euf.2020.08.013. Epub 2020 Sep 8.,Marenco J,https://www.ncbi.nlm.nih.gov/pubmed/32912840
16038,32518372,Development of (177)Lu-scFvD2B as a Potential Immunotheranostic Agent for Tumors Overexpressing the Prostate Specific Membrane Antigen,Sci Rep. 2020 Jun 9;10(1):9313. doi: 10.1038/s41598-020-66285-2.,Carpanese D,https://www.ncbi.nlm.nih.gov/pubmed/32518372
16039,32643031,"Clinical recommendations in the management of advanced prostate cancer: International Gastrointestinal, Liver and Uro-oncology (IGILUC 2019) experts",World J Urol. 2021 May;39(5):1421-1429. doi: 10.1007/s00345-020-03328-3. Epub 2020 Jul 8.,Elghazaly H,https://www.ncbi.nlm.nih.gov/pubmed/32643031
16040,32250729,Urine Extracellular Vesicle GATA2 mRNA Discriminates Biopsy Result in Men with Suspicion of Prostate Cancer,J Urol. 2020 Oct;204(4):691-700. doi: 10.1097/JU.0000000000001066. Epub 2020 Apr 6.,Woo J,https://www.ncbi.nlm.nih.gov/pubmed/32250729
16041,33293081,Activity and Adverse Events of Actinium-225-PSMA-617 in Advanced Metastatic Castration-resistant Prostate Cancer After Failure of Lutetium-177-PSMA,Eur Urol. 2021 Mar;79(3):343-350. doi: 10.1016/j.eururo.2020.11.013. Epub 2020 Dec 5.,Feuerecker B,https://www.ncbi.nlm.nih.gov/pubmed/33293081
16042,32662309,The value of a first MRI and targeted biopsies after several years of active surveillance for low-risk prostate cancer - results from the SAMS trial,Scand J Urol. 2020 Aug;54(4):318-322. doi: 10.1080/21681805.2020.1788634. Epub 2020 Jul 14.,Carlsson S,https://www.ncbi.nlm.nih.gov/pubmed/32662309
16043,32811873,STAT3 inhibition with galiellalactone effectively targets the prostate cancer stem-like cell population,Sci Rep. 2020 Aug 18;10(1):13958. doi: 10.1038/s41598-020-70948-5.,Canesin G,https://www.ncbi.nlm.nih.gov/pubmed/32811873
16044,32634759,Impact of DNA damage repair defects on response to radium-223 and overall survival in metastatic castration-resistant prostate cancer,Eur J Cancer. 2020 Sep;136:16-24. doi: 10.1016/j.ejca.2020.05.001. Epub 2020 Jul 4.,van der Doelen MJ,https://www.ncbi.nlm.nih.gov/pubmed/32634759
16045,33386290,"The Multicenter, Randomized, Phase 2 PEACE V-STORM Trial: Defining the Best Salvage Treatment for Oligorecurrent Nodal Prostate Cancer Metastases",Eur Urol Focus. 2021 Mar;7(2):241-244. doi: 10.1016/j.euf.2020.12.010. Epub 2020 Dec 29.,Zilli T,https://www.ncbi.nlm.nih.gov/pubmed/33386290
16046,32666150,Multiparametric magnetic resonance imaging and multiparametric magnetic resonance imaging-guided biopsy in the diagnostic pathway of prostate cancer,Radiologe. 2020 Nov;60(Suppl 1):63-69. doi: 10.1007/s00117-020-00716-z.,Chaloupka M,https://www.ncbi.nlm.nih.gov/pubmed/32666150
16047,33287897,Unexpected tumor response to palliative pelvic radiotherapy in mismatch repair-deficient advanced prostate cancer: a case report,J Med Case Rep. 2020 Dec 8;14(1):239. doi: 10.1186/s13256-020-02578-4.,Aluisio G,https://www.ncbi.nlm.nih.gov/pubmed/33287897
16049,32057714,Treatment Patterns and Outcomes in Patients With Metastatic Castration-resistant Prostate Cancer in a Real-world Clinical Practice Setting in the United States,Clin Genitourin Cancer. 2020 Aug;18(4):284-294. doi: 10.1016/j.clgc.2019.12.019. Epub 2020 Jan 7.,George DJ,https://www.ncbi.nlm.nih.gov/pubmed/32057714
16050,33144063,Patterns of practice of androgen deprivation therapy combined to radiotherapy in favorable and unfavorable intermediate risk prostate cancer. Results of The PROACT Survey from the French GETUG Radiation Oncology group,Cancer Radiother. 2020 Dec;24(8):892-897. doi: 10.1016/j.canrad.2020.03.014. Epub 2020 Nov 2.,Belkacemi Y,https://www.ncbi.nlm.nih.gov/pubmed/33144063
16051,33125581,"Efficacy, safety, and perioperative outcomes of holmium laser enucleation of the prostate-a comparison of patients with lower urinary tract symptoms and urinary retention",Lasers Med Sci. 2021 Sep;36(7):1397-1402. doi: 10.1007/s10103-020-03170-4. Epub 2020 Oct 30.,Trotsenko P,https://www.ncbi.nlm.nih.gov/pubmed/33125581
16053,30295140,Over expression of PI3K-AkT reduces apoptosis and increases prostate size in benign prostatic hyperplasia,Aging Male. 2020 Dec;23(5):440-446. doi: 10.1080/13685538.2018.1519014. Epub 2018 Oct 6.,Sreenivasulu K,https://www.ncbi.nlm.nih.gov/pubmed/30295140
16054,32768524,Targeting the radiation-induced TR4 nuclear receptor-mediated QKI/circZEB1/miR-141-3p/ZEB1 signaling increases prostate cancer radiosensitivity,Cancer Lett. 2020 Dec 28;495:100-111. doi: 10.1016/j.canlet.2020.07.040. Epub 2020 Aug 6.,Chen D,https://www.ncbi.nlm.nih.gov/pubmed/32768524
16055,33219368,A systematic review and meta-analysis of the diagnostic accuracy of biparametric prostate MRI for prostate cancer in men at risk,Prostate Cancer Prostatic Dis. 2021 Sep;24(3):596-611. doi: 10.1038/s41391-020-00298-w. Epub 2020 Nov 20.,Bass EJ,https://www.ncbi.nlm.nih.gov/pubmed/33219368
16059,33245058,Microdosimetry-based determination of tumour control probability curves for treatments with (225)Ac-PSMA of metastatic castration resistant prostate cancer,Phys Med Biol. 2020 Nov 27;65(23):235012. doi: 10.1088/1361-6560/abbc81.,Mínguez Gabiña P,https://www.ncbi.nlm.nih.gov/pubmed/33245058
16060,32313185,Integrated immunohistochemical and molecular analysis improves diagnosis of high-grade carcinoma in the urinary bladder of patients with prior radiation therapy for prostate cancer,Mod Pathol. 2020 Sep;33(9):1802-1810. doi: 10.1038/s41379-020-0543-y. Epub 2020 Apr 20.,Chan E,https://www.ncbi.nlm.nih.gov/pubmed/32313185
16061,33876734,Evaluation of a urology specialist therapeutic radiographer implemented radiotherapy pathway for prostate cancer patients,Radiography (Lond). 2021 May;27(2):430-436. doi: 10.1016/j.radi.2020.10.006. Epub 2020 Oct 24.,Alexander SE,https://www.ncbi.nlm.nih.gov/pubmed/33876734
16062,32646850,Prostate Imaging Quality (PI-QUAL): A New Quality Control Scoring System for Multiparametric Magnetic Resonance Imaging of the Prostate from the PRECISION trial,Eur Urol Oncol. 2020 Oct;3(5):615-619. doi: 10.1016/j.euo.2020.06.007. Epub 2020 Jul 6.,Giganti F,https://www.ncbi.nlm.nih.gov/pubmed/32646850
16067,30826284,Modelling Study with an Interactive Model Assessing the Cost-effectiveness of (68)Ga Prostate-specific Membrane Antigen Positron Emission Tomography/Computed Tomography and Nano Magnetic Resonance Imaging for the Detection of Pelvic Lymph Node Metastases in Patients with Primary Prostate Cancer,Eur Urol Focus. 2020 Sep 15;6(5):967-974. doi: 10.1016/j.euf.2019.02.013. Epub 2019 Feb 28.,Scholte M,https://www.ncbi.nlm.nih.gov/pubmed/30826284
16068,32424106,"Transcriptional profiling identifies an androgen receptor activity-low, stemness program associated with enzalutamide resistance",Proc Natl Acad Sci U S A. 2020 Jun 2;117(22):12315-12323. doi: 10.1073/pnas.1922207117. Epub 2020 May 18.,Alumkal JJ,https://www.ncbi.nlm.nih.gov/pubmed/32424106
16071,32860339,Biomarkers in previous histologically negative prostate biopsies can be helpful in repeat biopsy decision-making processes,Cancer Med. 2020 Oct;9(20):7524-7536. doi: 10.1002/cam4.3419. Epub 2020 Aug 28.,Long X,https://www.ncbi.nlm.nih.gov/pubmed/32860339
16072,33053272,miRNAs and radiotherapy response in prostate cancer,Andrology. 2021 Mar;9(2):529-545. doi: 10.1111/andr.12921. Epub 2020 Nov 3.,Konoshenko MY,https://www.ncbi.nlm.nih.gov/pubmed/33053272
16073,32920937,Conspicuity of prostate cancer on multiparametric magnetic resonance imaging: A cross-disciplinary translational hypothesis,FASEB J. 2020 Nov;34(11):14150-14159. doi: 10.1096/fj.202001466R. Epub 2020 Sep 13.,Norris JM,https://www.ncbi.nlm.nih.gov/pubmed/32920937
16074,33119677,Prostate cancer survivors with symptoms of radiation cystitis have elevated fibrotic and vascular proteins in urine,PLoS One. 2020 Oct 29;15(10):e0241388. doi: 10.1371/journal.pone.0241388. eCollection 2020.,Zwaans BMM,https://www.ncbi.nlm.nih.gov/pubmed/33119677
16076,32124525,Comparison of complications after transrectal and transperineal prostate biopsy: a national population-based study,BJU Int. 2020 Jul;126(1):97-103. doi: 10.1111/bju.15039. Epub 2020 Apr 6.,Berry B,https://www.ncbi.nlm.nih.gov/pubmed/32124525
16077,32366670,"Pharmacokinetics, Safety, and Antitumor Effect of Apalutamide with Abiraterone Acetate plus Prednisone in Metastatic Castration-Resistant Prostate Cancer: Phase Ib Study",Clin Cancer Res. 2020 Jul 15;26(14):3517-3524. doi: 10.1158/1078-0432.CCR-19-3402. Epub 2020 May 4.,Posadas EM,https://www.ncbi.nlm.nih.gov/pubmed/32366670
16078,32300836,"Doctor, a patient is on the phone asking about the endorectal coil!",Abdom Radiol (NY). 2020 Dec;45(12):4003-4011. doi: 10.1007/s00261-020-02528-0.,Muglia VF,https://www.ncbi.nlm.nih.gov/pubmed/32300836
16079,32702989,Distinct Metabolic Signatures of Hormone-Sensitive and Castration-Resistant Prostate Cancer Revealed by a (1)H NMR-Based Metabolomics of Biopsy Tissue,J Proteome Res. 2020 Sep 4;19(9):3741-3749. doi: 10.1021/acs.jproteome.0c00282. Epub 2020 Aug 3.,Zheng H,https://www.ncbi.nlm.nih.gov/pubmed/32702989
16081,32654967,Evolution of Targeted Prostate Biopsy by Adding Micro-Ultrasound to the Magnetic Resonance Imaging Pathway,Eur Urol Focus. 2021 Nov;7(6):1292-1299. doi: 10.1016/j.euf.2020.06.022. Epub 2020 Jul 9.,Wiemer L,https://www.ncbi.nlm.nih.gov/pubmed/32654967
16083,33051065,False Positive Multiparametric Magnetic Resonance Imaging Phenotypes in the Biopsy-naïve Prostate: Are They Distinct from Significant Cancer-associated Lesions? Lessons from PROMIS,Eur Urol. 2021 Jan;79(1):20-29. doi: 10.1016/j.eururo.2020.09.043. Epub 2020 Oct 10.,Stavrinides V,https://www.ncbi.nlm.nih.gov/pubmed/33051065
16084,31806772,Radiation Dosimetry in (177)Lu-PSMA-617 Therapy Using a Single Posttreatment SPECT/CT Scan: A Novel Methodology to Generate Time- and Tissue-Specific Dose Factors,J Nucl Med. 2020 Jul;61(7):1030-1036. doi: 10.2967/jnumed.119.233411. Epub 2019 Dec 5.,Jackson PA,https://www.ncbi.nlm.nih.gov/pubmed/31806772
16085,31825763,Determination of Gleason score discrepancy for risk stratification in magnetic resonance-ultrasound fusion prostate biopsy,Acta Radiol. 2020 Aug;61(8):1134-1142. doi: 10.1177/0284185119891695. Epub 2019 Dec 11.,Kim SH,https://www.ncbi.nlm.nih.gov/pubmed/31825763
16087,33316417,First-line systemic therapy for metastatic castration-sensitive prostate cancer: An updated systematic review with novel findings,Crit Rev Oncol Hematol. 2021 Jan;157:103198. doi: 10.1016/j.critrevonc.2020.103198. Epub 2020 Dec 13.,Ferro M,https://www.ncbi.nlm.nih.gov/pubmed/33316417
16089,33295204,Feasibility of a Weight Management Program Tailored for Overweight Men with Localized Prostate Cancer - A Pilot Study,Nutr Cancer. 2021;73(11-12):2671-2686. doi: 10.1080/01635581.2020.1856890. Epub 2020 Dec 9.,Hamilton-Reeves JM,https://www.ncbi.nlm.nih.gov/pubmed/33295204
16090,32956051,Boundary Coding Representation for Organ Segmentation in Prostate Cancer Radiotherapy,IEEE Trans Med Imaging. 2021 Jan;40(1):310-320. doi: 10.1109/TMI.2020.3025517. Epub 2020 Dec 29.,Wang S,https://www.ncbi.nlm.nih.gov/pubmed/32956051
16091,32444177,Rise in serum folate after androgen deprivation associated with worse prostate cancer-specific survival,Urol Oncol. 2020 Aug;38(8):682.e21-682.e27. doi: 10.1016/j.urolonc.2020.04.003. Epub 2020 May 20.,Liss MA,https://www.ncbi.nlm.nih.gov/pubmed/32444177
16092,33446002,Multiparametric MRI-ultrasound fusion prostate biopsy in patients without prior diagnosis of prostate cancer: beyond centers of excellence,Aging Male. 2020 Dec;23(5):1570-1575. doi: 10.1080/13685538.2021.1873263. Epub 2021 Jan 15.,Verma S,https://www.ncbi.nlm.nih.gov/pubmed/33446002
16094,31758324,Effects of a nutrition intervention on acute and late bowel symptoms and health-related quality of life up to 24 months post radiotherapy in patients with prostate cancer: a multicentre randomised controlled trial,Support Care Cancer. 2020 Jul;28(7):3331-3342. doi: 10.1007/s00520-019-05182-5. Epub 2019 Nov 22.,Forslund M,https://www.ncbi.nlm.nih.gov/pubmed/31758324
16095,33000341,Long-term outcomes of active surveillance for clinically localized prostate cancer in a community-based setting: results from a prospective non-interventional study,World J Urol. 2021 Jul;39(7):2515-2523. doi: 10.1007/s00345-020-03471-x. Epub 2020 Sep 30.,Herden J,https://www.ncbi.nlm.nih.gov/pubmed/33000341
16096,32464613,Radiodynamic therapy using 15-MV radiation combined with 5-aminolevulinic acid and carbamide peroxide for prostate cancer in vivo,Phys Med Biol. 2020 Aug 19;65(16):165008. doi: 10.1088/1361-6560/ab9776.,Panetta JV,https://www.ncbi.nlm.nih.gov/pubmed/32464613
16098,32779781,Optimizing the management of castration-resistant prostate cancer patients: A practical guide for clinicians,Prostate. 2020 Oct;80(14):1159-1176. doi: 10.1002/pros.24053. Epub 2020 Aug 11.,Shore ND,https://www.ncbi.nlm.nih.gov/pubmed/32779781
16099,32868222,How Often Does Magnetic Resonance Imaging Detect Prostate Cancer Missed by Transrectal Ultrasound?,Eur Urol Focus. 2021 Nov;7(6):1268-1273. doi: 10.1016/j.euf.2020.08.003. Epub 2020 Aug 28.,Herlemann A,https://www.ncbi.nlm.nih.gov/pubmed/32868222
16100,33070336,Artificial intelligence-based radiotherapy machine parameter optimization using reinforcement learning,Med Phys. 2020 Dec;47(12):6140-6150. doi: 10.1002/mp.14544. Epub 2020 Nov 5.,Hrinivich WT,https://www.ncbi.nlm.nih.gov/pubmed/33070336
