entry_number,pmid,title,details,author,url,abstract
29926,34939533,"Androgen deprivation therapy, comorbidity, cancer stage and mortality from COVID-19 in men with prostate cancer",Scand J Urol. 2022 Apr;56(2):104-111. doi: 10.1080/21681805.2021.2019304. Epub 2021 Dec 23.,Gedeborg R,https://www.ncbi.nlm.nih.gov/pubmed/34939533,"BACKGROUND: Androgens facilitate entrance of the severe acute respiratory syndrome coronavirus 2 into respiratory epithelial cells, and male sex is associated with a higher risk of death from corona virus disease (COVID-19). Androgen deprivation therapy (ADT) could possibly improve COVID-19 outcomes. METHODS: In a case-control study nested in the Prostate Cancer data Base Sweden (PCBaSe) RAPID 2019, we evaluated the association between ADT and COVID-19 as registered cause of death in men with prostate cancer. Each case was matched to 50 controls by region. We used conditional logistic regression to adjust for confounders and also evaluated potential impact of residual confounding. RESULTS: We identified 474 men who died from COVID-19 in March-December 2020. In crude analyses, ADT exposure was associated with an increased risk of COVID-19 death (odds ratio [OR] 5.05, 95% CI: 4.18-6.10); however, the OR was substantially attenuated after adjustment for age, comorbidity, prostate cancer characteristics at diagnosis, recent healthcare use, and indicators of advanced cancer (adjusted OR 1.25, 95% CI: 0.95-1.65). If adjustment has accounted for at least 85% of confounding, then the true effect could be no more than a 5% reduction of the odds for COVID-19 death. CONCLUSIONS: The increased mortality from COVID-19 in men with prostate cancer treated with ADT was mainly related to high age, comorbidity, and more advanced prostate cancer. There was no evidence to support the hypothesis that ADT is associated with improved COVID-19 outcomes."
29927,34103477,Role of noncoding RNA in drug resistance of prostate cancer,Cell Death Dis. 2021 Jun 8;12(6):590. doi: 10.1038/s41419-021-03854-x.,Ding L,https://www.ncbi.nlm.nih.gov/pubmed/34103477,"Prostate cancer is one of the most prevalent forms of cancer around the world. Androgen-deprivation treatment and chemotherapy are the curative approaches used to suppress prostate cancer progression. However, drug resistance is extensively and hard to overcome even though remarkable progress has been made in recent decades. Noncoding RNAs, such as miRNAs, lncRNAs, and circRNAs, are a group of cellular RNAs which participate in various cellular processes and diseases. Recently, accumulating evidence has highlighted the vital role of non-coding RNA in the development of drug resistance in prostate cancer. In this review, we summarize the important roles of these three classes of noncoding RNA in drug resistance and the potential therapeutic applications in this disease."
29928,34153403,The treatment landscape of metastatic prostate cancer,Cancer Lett. 2021 Oct 28;519:20-29. doi: 10.1016/j.canlet.2021.06.010. Epub 2021 Jun 18.,Yamada Y,https://www.ncbi.nlm.nih.gov/pubmed/34153403,"The treatment landscape of metastatic prostate cancer has evolved significantly over the past two decades. Several landmark phase 3 trials led to new drug approvals and rapid changes in therapy options for patients, including drugs with distinct mechanisms of action (e.g., hormonal, chemotherapy, radionuclide, immunotherapy, and targeted therapies). Therapies initially developed in later stages of the disease (metastatic castration resistant prostate cancer) have started to move earlier in the prostate cancer continuum, with new standards of care for metastatic hormone naive prostate cancer and non-metastatic castration resistant prostate cancer. Overall, patients are living longer with a better quality of life. However, despite these significant advances, prostate cancer remains a leading cause of cancer death globally. Disease heterogeneity and the emergence of therapy resistance remain significant barriers, and the identification and application of molecular biomarkers to guide the choice and sequencing of systemic agents are still in early stages. Here we discuss the current treatment landscape of metastatic prostate cancer, clinical challenges, and the emerging role of molecular biomarkers for targeting biologic subsets of advanced disease and co-targeting heterogenous resistance patterns."
29929,34772427,Communication between cells: exosomes as a delivery system in prostate cancer,Cell Commun Signal. 2021 Nov 12;19(1):110. doi: 10.1186/s12964-021-00792-1.,Giovannelli P,https://www.ncbi.nlm.nih.gov/pubmed/34772427,"Despite the considerable efforts in screening and diagnostic protocols, prostate cancer still represents the second leading cause of cancer-related death in men. Many patients with localized disease and low risk of recurrence have a favourable outcome. In a substantial proportion of patients, however, the disease progresses and becomes aggressive. The mechanisms that promote prostate cancer progression remain still debated. Many findings point to the role of cross-communication between prostate tumor cells and their surrounding microenvironment during the disease progression. Such a connection fosters survival, proliferation, angiogenesis, metastatic spreading and drug-resistance of prostate cancer. Recent years have seen a profound interest in understanding the way by which prostate cancer cells communicate with the surrounding cells in the microenvironment. In this regard, direct cell-to-cell contacts and soluble factors have been identified. Increasing evidence indicates that PC cells communicate with the surrounding cells through the release of extracellular vesicles, mainly the exosomes. By directly acting in stromal or prostate cancer epithelial cells, exosomes represent a critical intercellular communication system. By querying the public database ( https://pubmed.ncbi.nlm.nih.gov ) for the past 10 years, we have found more than four hundred papers. Among them, we have extrapolated the most relevant about the role of exosomes in prostate cancer malignancy and progression. Emerging data concerning the use of these vesicles in diagnostic management and therapeutic guidance of PC patients are also presented. Video Abstract."
29930,34312265,Quality of YouTube Videos on Prostate Cancer Screening for Black Men,J Am Board Fam Med. 2021 Jul-Aug;34(4):724-731. doi: 10.3122/jabfm.2021.04.200632.,Shungu N,https://www.ncbi.nlm.nih.gov/pubmed/34312265,"BACKGROUND: Black men are disproportionately impacted by prostate cancer. Guidelines agree that Black men should make informed decisions about whether to engage in prostate cancer screening. YouTube is widely used among Black men and impacts understanding of health conditions. OBJECTIVES: Given that misleading online health information might be especially harmful to Black men, the objective of this study was to evaluate the quality of information regarding prostate cancer screening for Black men available on YouTube. METHODS: Four viewers watched the top 50 videos using the search term ""Prostate Cancer Screening in Black Men."" Videos were scored using the previously validated DISCERN quality criteria for consumer health information and the Patient Education Materials Assessment Tool (PEMAT). Results were compared based on video characteristics like presenter perceived demographics and viewer engagement metrics. RESULTS: Inter-rater reliability testing showed consistency for the PEMAT (interclass correlation coefficient [ICC] = 0.69) and DISCERN (ICC= 0.85). Few videos (16%) met the DISCERN quality threshold (54.4/80), and 28% of videos met the PEMAT threshold (10.5/15). Less than half of videos addressed racial disparities in prostate cancer. There was no difference in quality based on perceived race of the presenter (DISCERN <i>P</i> = .06, PEMAT <i>P</i> = .43). CONCLUSIONS: The overall quality of videos about prostate cancer screening in Black men is poor, including those with Black presenters. Clinicians should be aware of potential misinformation that Black patients receive from YouTube and the opportunity to improve the quality of available information about prostate cancer screening in Black men."
29932,34882482,Development of a Semiautomated Search Tool to Identify Grading From Pathology Reports for Tumors of the CNS and Prostate Cancers,JCO Clin Cancer Inform. 2021 Dec;5:1189-1196. doi: 10.1200/CCI.21.00049.,Echeverria D,https://www.ncbi.nlm.nih.gov/pubmed/34882482,"PURPOSE: This study demonstrates the functionality of semiautomated algorithms to classify cancer-specific grading from electronic pathology reports generated from military treatment facilities. Two Perl-based algorithms are validated to classify WHO grade for tumors of the CNS and Gleason grades for prostate cancer. METHODS: Case-finding cohorts were developed using diagnostic codes and matched by unique identifiers to obtain pathology records generated in the Military Health System for active duty service members from 2013 to 2018. Perl-based algorithms were applied to classify document-based pathology reports to identify malignant CNS tumors and prostate cancer, followed by a hand-review process to determine accuracy of the algorithm classifications. Inter-rater reliability, sensitivity, specificity, positive predictive values (PPVs), and negative predictive values were computed following abstractor adjudication. RESULTS: The high PPV for the Perl-based algorithms to classify CNS tumors (PPV > 98%) and prostate cancer (PPV > 99%) supports this approach to classify malignancies for cancer surveillance operations, mediated by a hand-reviewed semiautomated process to increase sensitivity by capturing ungraded cancers. Early detection was pronounced where 33.6% and 50.7% of malignant records retained a CNS WHO grade of II or a Gleason score of 6, respectively. Sensitivity metrics met criteria (> 75%) for brain (79.9%, 95% CI, 73.0 to 85.7) and prostate (96.7%, 95% CI, 94.9 to 98.0) cancers. CONCLUSION: Semiautomated, document-based text classification using Perl coding successfully leveraged identification of WHO and Gleason grades to classify pathology records for CNS tumors and prostate cancer. The process is recommended for data quality initiatives to support cancer reporting functions, epidemiology, and research."
29933,34663435,"Protocol: A multi-modal, physician-centered intervention to improve guideline-concordant prostate cancer imaging",Trials. 2021 Oct 18;22(1):711. doi: 10.1186/s13063-021-05645-3.,Makarov DV,https://www.ncbi.nlm.nih.gov/pubmed/34663435,"BACKGROUND: Almost half of Veterans with localized prostate cancer receive inappropriate, wasteful staging imaging. Our team has explored the barriers and facilitators of guideline-concordant prostate cancer imaging and found that (1) patients with newly diagnosed prostate cancer have little concern for radiographic staging but rather focus on treatment and (2) physicians trust imaging guidelines but are apt to follow their own intuition, fear medico-legal consequences, and succumb to influence from imaging-avid colleagues. We used a theory-based approach to design a multi-level intervention strategy to promote guideline-concordant imaging to stage incident prostate cancer. METHODS: We designed the Prostate Cancer Imaging Stewardship (PCIS) intervention: a multi-site, stepped wedge, cluster-randomized trial to determine the effect of a physician-focused behavioral intervention on Veterans Health Administration (VHA) prostate cancer imaging use. The multi-level intervention, developed according to the Theoretical Domains Framework (TDF) and Behavior Change Wheel, combines traditional physician behavior change methods with novel methods of communication and data collection. The intervention consists of three components: (1) a system of audit and feedback to clinicians informing individual clinicians and their sites about how their behavior compares to their peers' and to published guidelines, (2) a program of academic detailing with the goal to educate providers about prostate cancer imaging, and (3) a CPRS Clinical Order Check for potentially guideline-discordant imaging orders. The intervention will be introduced to 10 participating geographically distributed study sites. DISCUSSION: This study is a significant contribution to implementation science, providing VHA an opportunity to ensure delivery of high-quality care at the lowest cost using a theory-based approach. The study is ongoing. Preliminary data collection and recruitment have started; analysis has yet to be performed. TRIAL REGISTRATION: CliniclTrials.gov NCT03445559. Prospectively registered on February 26, 2018."
29935,34518476,Effect of Statins on the Risk of Different Stages of Prostate Cancer: A Meta-Analysis,Urol Int. 2022;106(9):869-877. doi: 10.1159/000518164. Epub 2021 Sep 8.,Li Y,https://www.ncbi.nlm.nih.gov/pubmed/34518476,"INTRODUCTION: The aim of this article was to investigate the relationship between statins and the risk of different stages or grades of prostate cancer. METHODS: A comprehensive literature search was performed for articles published until December 18, 2020, on the PubMed, Embase, and the Cochrane Library databases. The pooled relative risk (RR) and 95% confidence interval (CI) were then analyzed using the STATA.16.0 software. RESULTS: A total of 588,055 patients from 14 studies were included in the analysis. We found that the use of statins expressed a significant correlation with a lower risk of advanced prostate cancer (RR = 0.81, 95% CI: 0.73-0.91; RR = 0.86, 95% CI: 0.75-0.99, respectively). However, no evidence suggested that the use of statins was beneficial for the prevention of localized prostate cancer incidence. Similarly, the pooled results also revealed no association between the use of statins and the risk of high-grade and low-grade prostate cancer. CONCLUSION: It has been found that the use of statins is associated with a lower risk of advanced prostate cancer but was not related to the risk of localized, low-grade, or high-grade prostate cancer."
29936,34526529,Towards reliable diagnostics of prostate cancer via breath,Sci Rep. 2021 Sep 15;11(1):18381. doi: 10.1038/s41598-021-96845-z.,Maiti KS,https://www.ncbi.nlm.nih.gov/pubmed/34526529,"Early detection of cancer is a key ingredient for saving many lives. Unfortunately, cancers of the urogenital system are difficult to detect at early stage. The existing noninvasive diagnostics of prostate cancer (PCa) suffer from low accuracy (< 70%) even at advanced stages. In an attempt to improve the accuracy, a small breath study of 63 volunteers representing three groups: (1) of 19 healthy, (2) 28 with PCa, (3) with 8 kidney cancer (KC) and 8 bladder cancer (BC) was performed. Ultrabroadband mid-infrared Fourier absorption spectroscopy revealed eight spectral ranges (SRs) that differentiate the groups. The resulting accuracies of supervised analyses exceeded 95% for four SRs in distinguishing (1) vs (2), three for (1) vs (3) and four SRs for (1) vs (2) + (3). The SRs were then attributed to volatile metabolites. Their origin and involvement in urogenital carcinogenesis are discussed."
29938,34657209,"The role of metformin, statins and diet in men on active surveillance for prostate cancer",World J Urol. 2022 Jan;40(1):61-69. doi: 10.1007/s00345-021-03858-4. Epub 2021 Oct 17.,Tiwari R,https://www.ncbi.nlm.nih.gov/pubmed/34657209,"PURPOSE OF REVIEW: A sound scientific basis has been emerging on the anti-neoplastic role of metformin, statins and dietary interventions. However, evidence in prostate cancer patients remains mixed owing to an absence of completed randomized trials. This overview examines the rationale for metformin, statins and dietary intervention for secondary prevention in men on active surveillance by summarizing current evidence base and biological mechanisms in influencing cancer progression and mortality. METHODS: A comprehensive literature search was performed to identify studies that evaluated the role of metformin, statins and diet in the secondary prevention of prostate cancer as well as those that described the anti-cancer mechanisms of these agents. The search included Pubmed, MEDLINE, EMBASE and Cochrane library from inception till August 2021. RESULTS: A total of 14 trials on metformin, 21 trials on statins and 13 trials on dietary measures were evaluated. Majority were observational population-based cohort studies or meta-analysis of them. Three ongoing prospective randomized controlled trials were also reported. Overall, mixed results were obtained. CONCLUSIONS: The role of metformin and statins remains promising with several trials showing reduced rates of progression and cancer specific mortality. Combination therapy strategies have also been evaluated in more advanced patients showing synergism. Dietary interventions especially fruits, vegetables and fish intake has shown some benefit albeit with mixed results for others like legumes, red meat, coffee and multivitamins. Several ongoing randomized trials will provide stronger evidence in the future for secondary prevention."
29940,34145436,The prostate cancer drug market,Nat Rev Drug Discov. 2021 Sep;20(9):663-664. doi: 10.1038/d41573-021-00111-w.,do Pazo C,https://www.ncbi.nlm.nih.gov/pubmed/34145436,
29941,34154033,Intraoperative pathology consultation during urological surgery: Impact on final margin status and pitfalls of frozen section diagnosis,Pathol Int. 2021 Sep;71(9):567-580. doi: 10.1111/pin.13132. Epub 2021 Jun 21.,Miyamoto H,https://www.ncbi.nlm.nih.gov/pubmed/34154033,"Despite recent improvements in diagnostic and surgical techniques in urological oncology, positive resection margin remains a significant concern for surgeons. Meanwhile, intraoperative pathology consultation with frozen section assessment (FSA), particularly for histological diagnosis of the lesions incidentally found or enlarged or sentinel lymph nodes, generally provides critical information which enables immediate decision making for optimal patient care. The intraoperative evaluation of surgical margins is also often requested, although there are some differences in its application between institutions and surgeons. Importantly, it remains to be determined whether intraoperative FSA indeed contributes to reducing the risk of final positive margins and thereby improving long-term patient outcomes. This review summarizes available data indicating the potential impact of FSA at the surgical margins during urological surgeries, including radical or partial cystectomy, partial nephrectomy, radical prostatectomy, penectomy, and orchiectomy. The accuracy and pitfalls of the intraoperative consultation/FSA diagnosis are also discussed."
29942,34508719,Lectins applied to diagnosis and treatment of prostate cancer and benign hyperplasia: A review,Int J Biol Macromol. 2021 Nov 1;190:543-553. doi: 10.1016/j.ijbiomac.2021.09.011. Epub 2021 Sep 9.,Cavada BS,https://www.ncbi.nlm.nih.gov/pubmed/34508719,"Environmental factors, as well as genetic factors, contribute to the increase in prostate cancer cases (PCa), the second leading cause of cancer death in men. This fact calls for the development of more reliable, quick and low-cost early detection tests to distinguish between malignant and benign cases. Abnormal cell glycosylation pattern is a promising PCa marker for this purpose. Proteins, such as lectins can decode the information contained in the glycosylation patterns. Several studies have reported on applications of plant lectins as diagnostic tools for PCa considering the ability to differentiate it from benign cases. In addition, they can be used to detect, separate and differentiate the glycosylation patterns of cells or proteins present in serum, urine and semen. Herein, we present an overview of these studies, showing the lectins that map glycans differentially expressed in PCa, as well as benign hyperplasia (BPH). We further review their applications in biosensors, histochemical tests, immunoassays, chromatography, arrays and, finally, their therapeutic potential. This is the first study to review vegetable lectins applied specifically to PCa."
29943,34916365,Is there a nonnegligible effect of maximum standardized uptake value in the staging and management of prostate cancer with 68Ga-prostate-specific membrane antigen positron emission tomography/computerized tomography imaging? A single-center experience,J Cancer Res Ther. 2021 Oct-Dec;17(6):1351-1357. doi: 10.4103/jcrt.JCRT_1223_20.,Ekmekcioglu O,https://www.ncbi.nlm.nih.gov/pubmed/34916365,"PURPOSE: Prostate-specific membrane antigen (PSMA) positron emission tomography/computerized tomography (PET/CT) has been shown to have significant success in detecting local and distant metastases that cannot not be detected by conventional imaging. Initial staging in intermediate- and high-risk patients with prostate cancer is important for management. In addition, PSMA uptake has been shown to have a relation with grade of disease, and thus could be considered a separate noninvasive prognostic factor. In this study, we aimed to investigate the effect of PSMA PET/CT in the staging and management of prostate cancer patients as well as the relation to maximum standardized uptake value (SUVmax). METHODS: The patients referred to our department for staging prostate cancer were evaluated retrospectively (n = 65). Patients were grouped as positive for lymph node or distant metastatic disease. Primary tumor SUVmax data were compared with the prognostic factors of the disease. In addition, decisions about treatment protocol before and after PSMA PET/CT imaging were noted. RESULTS: All the patients except one were accepted as positive for primary tumor. Of the patients, 46.2% were positive for lymph node and 24.6% for distant metastases. After evaluation by PSMA PET/CT, the clinical choice of treatment changed for 43.1% of our patients. Primary tumor SUVmax and tumor-to-background SUVmax ratios were found to have a significant relation with D'Amico risk classification. We found a positive correlation between SUVmax and prostate-specific antigen, Gleason scores, and age. CONCLUSION: PSMA PET/CT images have a nonnegligible effect on staging, clinical decisions, and change in treatment protocol. SUVmax data have a positive correlation with risk classification and could be identified as a potential independent and non-invasive prognostic factor."
29944,34514975,In vitro and in silico studies of holothurin A on androgen receptor in prostate cancer,J Biomol Struct Dyn. 2022;40(23):12674-12682. doi: 10.1080/07391102.2021.1975562. Epub 2021 Sep 13.,Pranweerapaiboon K,https://www.ncbi.nlm.nih.gov/pubmed/34514975,"The androgen receptor (AR) plays a crucial role in the growth of prostate cancer, and has long been considered the cancer's primary strategic therapeutic target. However, despite the early susceptibility, patients receiving hormonal therapy targeting AR are likely to develops resistance to the treatment and progresses to the castration-resistant stage as a consequence of the mutation at the ligand binding pocket of AR. Interestingly, the surface pocket of the AR called binding function 3 (BF3) has been reported as a great benefit for treating a recurrent tumor. Herein, we investigate the potential of using a marine triterpenoid saponin, holothurin A, on targeting AR expression of prostate cancer using <i>in vitro</i> and <i>in silico</i> studies. Holothurin A reduced the PSA expression, leading to the growth inhibition of androgen sensitive prostate cancer cell line through a downregulation of AR activity. The molecular docking study demonstrated that holothurin A could bind strongly in the BF3 pocket by energetically favorable hydrogen acceptor and hydrophobic with a calculated binding affinity of -13.90 kcal/mol. Molecular dynamics simulations provided the additional evidence that holothurin A can form a stable complex with the BF3 pocket through the hydrophobic interactions with VAL676, ILE680, and ALA721. As a consequence, holothurin A modulates the activation function-2 (AF2) site of the AR through repositioning of the residues in the AF2 pocket. Targeting alternatives sites on the surface of AR via holothurin A will provide a potential candidate for future prostate cancer treatment.Communicated by Ramaswamy H. Sarma."
29945,34769469,Loss of SELENOF Induces the Transformed Phenotype in Human Immortalized Prostate Epithelial Cells,Int J Mol Sci. 2021 Nov 7;22(21):12040. doi: 10.3390/ijms222112040.,Hong LK,https://www.ncbi.nlm.nih.gov/pubmed/34769469,"SELENOF is a member of the class of selenoproteins in which the amino acid selenocysteine is co-translationally inserted into the elongating peptide in response to an in-frame UGA codon located in the 3'-untranslated (3'-UTR) region of the SELENOF mRNA. Polymorphisms in the 3'-UTR are associated with an increased risk of dying from prostate cancer and these variations are functional and 10 times more frequent in the genomes of African American men. SELENOF is dramatically reduced in prostate cancer compared to benign adjacent regions. Using a prostate cancer tissue microarray, it was previously established that the reduction of SELENOF in the cancers from African American men was significantly greater than in cancers from Caucasian men. When SELENOF levels in human prostate immortalized epithelial cells were reduced with an shRNA construct, those cells acquired the ability to grow in soft agar, increased the ability to migrate in a scratch assay and acquired features of energy metabolism associated with prostate cancer. These results support a role of SELENOF loss in prostate cancer progression and further indicate that SELENOF loss and genotype may contribute to the disparity in prostate cancer mortality experienced by African American men."
29949,34645612,Supraphysiologic Testosterone Induces Ferroptosis and Activates Immune Pathways through Nucleophagy in Prostate Cancer,Cancer Res. 2021 Dec 1;81(23):5948-5962. doi: 10.1158/0008-5472.CAN-20-3607. Epub 2021 Oct 13.,Kumar R,https://www.ncbi.nlm.nih.gov/pubmed/34645612,"The discovery that androgens play an important role in the progression of prostate cancer led to the development of androgen deprivation therapy (ADT) as a first line of treatment. However, paradoxical growth inhibition has been observed in a subset of prostate cancer upon administration of supraphysiologic levels of testosterone (SupraT), both experimentally and clinically. Here we report that SupraT activates cytoplasmic nucleic acid sensors and induces growth inhibition of SupraT-sensitive prostate cancer cells. This was initiated by the induction of two parallel autophagy-mediated processes, namely, ferritinophagy and nucleophagy. Consequently, autophagosomal DNA activated nucleic acid sensors converge on NFκB to drive immune signaling pathways. Chemokines and cytokines secreted by the tumor cells in response to SupraT resulted in increased migration of cytotoxic immune cells to tumor beds in xenograft models and patient tumors. Collectively, these findings indicate that SupraT may inhibit a subset of prostate cancer by activating nucleic acid sensors and downstream immune signaling. SIGNIFICANCE: This study demonstrates that supraphysiologic testosterone induces two parallel autophagy-mediated processes, ferritinophagy and nucleophagy, which then activate nucleic acid sensors to drive immune signaling pathways in prostate cancer."
29950,34247909,The stanford prostate cancer calculator: Development and external validation of online nomograms incorporating PIRADS scores to predict clinically significant prostate cancer,Urol Oncol. 2021 Dec;39(12):831.e19-831.e27. doi: 10.1016/j.urolonc.2021.06.004. Epub 2021 Jul 8.,Wang NN,https://www.ncbi.nlm.nih.gov/pubmed/34247909,"BACKGROUND: While multiparametric MRI (mpMRI) has high sensitivity for detection of clinically significant prostate cancer (CSC), false positives and negatives remain common. Calculators that combine mpMRI with clinical variables can improve cancer risk assessment, while providing more accurate predictions for individual patients. We sought to create and externally validate nomograms incorporating Prostate Imaging Reporting and Data System (PIRADS) scores and clinical data to predict the presence of CSC in men of all biopsy backgrounds. METHODS: Data from 2125 men undergoing mpMRI and MR fusion biopsy from 2014 to 2018 at Stanford, Yale, and UAB were prospectively collected. Clinical data included age, race, PSA, biopsy status, PIRADS scores, and prostate volume. A nomogram predicting detection of CSC on targeted or systematic biopsy was created. RESULTS: Biopsy history, Prostate Specific Antigen (PSA) density, PIRADS score of 4 or 5, Caucasian race, and age were significant independent predictors. Our nomogram-the Stanford Prostate Cancer Calculator (SPCC)-combined these factors in a logistic regression to provide stronger predictive accuracy than PSA density or PIRADS alone. Validation of the SPCC using data from Yale and UAB yielded robust AUC values. CONCLUSIONS: The SPCC combines pre-biopsy mpMRI with clinical data to more accurately predict the probability of CSC in men of all biopsy backgrounds. The SPCC demonstrates strong external generalizability with successful validation in two separate institutions. The calculator is available as a free web-based tool that can direct real-time clinical decision-making."
29951,34801892,Electrochemical LAMP-based assay for detection of RNA biomarkers in prostate cancer,Talanta. 2022 Feb 1;238(Pt 2):123064. doi: 10.1016/j.talanta.2021.123064. Epub 2021 Nov 13.,Moranova L,https://www.ncbi.nlm.nih.gov/pubmed/34801892,"Current molecular diagnostics of prostate cancer relies on detection of elevated levels of PSA protein in serum, but its specificity has been questioned due to its higher levels also in non-malignant prostate diseases. A long non-coding RNA biomarker, PCA3, demonstrated excellent specificity for prostate cancer, and thus has become an interesting alternative to PSA monitoring. Its detection utilizes mostly reverse transcription PCR with optical detection, making the protocol longer and more expensive. To avoid PCR, we have developed an electrochemical assay coupled with LAMP, an isothermal amplification technique showing high sensitivities at constant temperatures and shorter reaction times. We amplified PCA3 RNA as well as PSA mRNA (serving as a control), hybridized LAMP products on magnetic beads and measured them with chronoamperometry at carbon electrode chips. We show good sensitivity and specificity for both biomarkers in prostate cancer cell lines, and successful detection of PCA3 in clinical samples, i.e., urine samples from 11 prostate cancer patients and 7 healthy controls, where we obtained excellent correlation with clinical data. This is to our knowledge a first such attempt to apply electrochemistry to determine two RNA biomarkers directly in urine samples of prostate cancer patients in a minimally invasive diagnostics format."
29952,34565027,ADAMTS9-AS2: a potential diagnostic and prognostic hallmark in prostate cancer,J BUON. 2021 Jul-Aug;26(4):1623-1627.,He L,https://www.ncbi.nlm.nih.gov/pubmed/34565027,"PURPOSE: To explore the expression level and prognostic value of ADAMTS9-AS2 in prostate cancer (PCa). METHODS: ADAMTS9-AS2 levels in 110 paired PCa tissues and adjacent normal tissues were detected by quantitative real-time polymerase chain reaction (qRT-PCR). The relationship between ADAMTS9-AS2 level and clinical parameters of PCa was analyzed. ROC (receiver operating characteristics) curves were depicted for assessing the diagnostic value of ADAMTS9-AS2 in PCa. Through collecting 5-year follow-up data of PCa patients, survival analysis was performed by Kaplan-Meier method. Finally, Cox regression model was used to analyze factors affecting outcomes of PCa patients. RESULTS: ADAMTS9-AS2 was downregulated in PCa tissues than in adjacent normal ones. Its level was lower in PCa tissues with clinical stage III+IV or tumor size ≥3cm compared to those with stage I+II or tumor size <3cm. ROC curves verified the diagnostic value of ADAMTS9-AS2 in PCa (AUC=0.902, cut-off value=0.40, sensitivity=90.00%, specificity=79.09%, Youden index=0.6909). Kaplan-Meier method and log-rank test uncovered worse prognosis in PCa patients expressing low level of ADAMTS9-AS2. Clinical stage, tumor size and ADAMTS9-AS2 level were independent factors influencing prognosis of PCa. CONCLUSIONS: ADAMTS9-AS2 is downregulated in PCa and its low level is unfavorable to the disease prognosis. ADAMTS9-AS2 may be utilized as a potential diagnostic and prognostic hallmark of PCa."
29953,34490942,Step-adjusted tree-based reinforcement learning for evaluating nested dynamic treatment regimes using test-and-treat observational data,Stat Med. 2021 Nov 30;40(27):6164-6177. doi: 10.1002/sim.9177. Epub 2021 Sep 7.,Tang M,https://www.ncbi.nlm.nih.gov/pubmed/34490942,"Dynamic treatment regimes (DTRs) include a sequence of treatment decision rules, in which treatment is adapted over time in response to the changes in an individual's disease progression and health care history. In medical practice, nested test-and-treat strategies are common to improve cost-effectiveness. For example, for patients at risk of prostate cancer, only patients who have high prostate-specific antigen (PSA) need a biopsy, which is costly and invasive, to confirm the diagnosis and help determine the treatment if needed. A decision about treatment happens after the biopsy, and is thus nested within the decision of whether to do the test. However, current existing statistical methods are not able to accommodate such a naturally embedded property of the treatment decision within the test decision. Therefore, we developed a new statistical learning method, step-adjusted tree-based reinforcement learning, to evaluate DTRs within such a nested multistage dynamic decision framework using observational data. At each step within each stage, we combined the robust semiparametric estimation via augmented inverse probability weighting with a tree-based reinforcement learning method to deal with the counterfactual optimization. The simulation studies demonstrated robust performance of the proposed methods under different scenarios. We further applied our method to evaluate the necessity of prostate biopsy and identify the optimal test-and-treat regimes for prostate cancer patients using data from the Johns Hopkins University prostate cancer active surveillance dataset."
29954,34895922,Re: A Prospective Prostate Cancer Screening Programme for Men with Pathogenic Variants in Mismatch Repair Genes (IMPACT): Initial Results from an International Prospective Study,Eur Urol. 2022 Feb;81(2):216-218. doi: 10.1016/j.eururo.2021.11.030. Epub 2021 Dec 9.,Fasulo V,https://www.ncbi.nlm.nih.gov/pubmed/34895922,
29956,34286657,Fruit and Vegetable Consumption and the Risk of Prostate Cancer: A Systematic Review and Meta-Analysis,Nutr Cancer. 2022;74(4):1235-1242. doi: 10.1080/01635581.2021.1952445. Epub 2021 Jul 21.,Yan H,https://www.ncbi.nlm.nih.gov/pubmed/34286657,"BACKGROUND: Emerging researches has evaluated whether fruit and vegetable consumption reduce the risk of prostate cancer. However, the conclusions of published articles remained confusing. Thus, we conducted an updated systematic review and meta-analysis to confirm the relationship of fruit and vegetable consumption and the risk of prostate cancer. METHOD: We searched PubMed, EMBASE, Web of Science and Chinese National Knowledge Infrastructure (CNKI) up to September 1, 2020. We finally included 17 cohort studies related to fruit or vegetable intake after rigid quality assessment and checking references of the retrieved articles and relevant reviews. Newcastle-Ottawa scale was adopted to assess the quality of studies and random effect model with RR and 95% CI were used to assess the risk. RESULTS: No significant relationship was found between fruit consumption (RR = 1.00, 95% CI = 0.94-1.05) and vegetable consumption (RR = 0.98, 95% CI = 0.94-1.02) and the risk of prostate cancer. No significant heterogeneity or publication bias was identified. CONCLUSION: Our updated meta-analysis demonstrated that fruit and vegetable consumption can barely reduce the risk of prostate cancer with several limitations. Further clinical and basic researches are eagerly awaited to confirm our results and clarify the potential biological mechanisms."
